Accession	Gene	Peptide count	Unique peptides	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	Highest mean condition	Lowest mean condition	Description	F2613	F6281	F7511	F5541	F5618	F7647	Correlation
O75821	EIF3G	4	3	22.5874	0.172689738	1.376138463	1;2	2	Pacientes	Controles	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2	3493.771145	2938.276391	1992.0694	2224.56251	2116.680841	1780.318661	0.652584748
P62879;Q9HAV0	GNB2	11	3	104.5765	0.172719404	1.209057589	1;2;3	3	Pacientes	Controles	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3	5779.245038	6016.236383	7344.251499	5546.832722	4397.280917	5886.1769	0.254068253
P55735	SEC13	4	4	26.1209	0.172956675	1.202412396	2;3	2	Controles	Pacientes	Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3	3972.518334	4695.062436	3283.88826	4675.132449	5280.424042	4415.038023	-0.411849817
Q92734	TFG	7	5	43.5553	0.173484085	1.408102414	2;3	2	Pacientes	Controles	Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2	3935.460045	5935.404777	3227.948833	2830.951708	3003.77565	3467.730704	0.204643539
P05937	CALB1	1	1	12.8204	0.174030055	1.665486453	3	1	Controles	Pacientes	Calbindin OS=Homo sapiens OX=9606 GN=CALB1 PE=1 SV=2	1883.712492	2919.571565	1580.521953	2125.505608	4651.958233	3854.678589	-0.5710337
Q92973	TNPO1	14	10	125.5763	0.174041422	1.923147861	1;2;3	3	Pacientes	Controles	Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2	16807.89585	42941.31464	15554.02981	13664.97903	12652.30591	12838.95563	0.225820594
Q14152	EIF3A	28	20	231.9597	0.174179257	1.653224849	2;3	2	Controles	Pacientes	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1	5775.774437	1862.955159	5642.08749	7278.973807	7866.135791	6811.067218	-0.319743614
Q9P2H5	USP35	2	1	14.1829	0.174339552	1.471610173	2	1	Pacientes	Controles	Ubiquitin carboxyl-terminal hydrolase 35 OS=Homo sapiens OX=9606 GN=USP35 PE=1 SV=3	2768.711408	3050.069344	1569.35098	1792.729201	1564.379332	1663.332252	0.425849439
Q8WYP5	AHCTF1	2	1	11.3117	0.17476932	1.963619617	2	1	Controles	Pacientes	Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3	8210.412186	6.91820812	107.4540562	5568.386847	5454.512266	5323.81094	-0.14114447
P42766	RPL35	2	2	26.6732	0.174789341	1.793009105	3	1	Controles	Pacientes	60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	4555.418435	6274.373069	9415.693996	15324.04939	6622.068481	14354.22197	-0.758949001
Q9BW11	MXD3	4	2	15.9965	0.175392018	1.476592363	1	1	Controles	Pacientes	Max dimerization protein 3 OS=Homo sapiens OX=9606 GN=MXD3 PE=1 SV=1	1339.26939	787.1812179	1863.744721	1892.982666	1680.19707	2318.712213	-0.615463819
P46782	RPS5	6	6	66.4579	0.176264069	1.629013973	3	1	Controles	Pacientes	40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4	9756.954891	11351.76021	30720.77637	33819.86673	23491.0978	27120.00128	-0.452488218
O95989	NUDT3	2	1	13.5285	0.176318841	1.491569442	1	1	Pacientes	Controles	Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens OX=9606 GN=NUDT3 PE=1 SV=1	3261.262411	4633.928012	2195.519671	2279.774285	2273.052038	2212.336469	0.342600116
P60953	CDC42	6	5	62.1385	0.176432269	1.386298545	2;3	2	Controles	Pacientes	Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2	9189.53097	7377.361017	11904.92608	11957.72296	10551.36715	16961.34984	-0.781902251
P61221	ABCE1	12	8	96.9704	0.176717971	1.499948994	1;3	2	Controles	Pacientes	ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1	14217.14477	13064.75525	8257.841135	23629.65733	12805.02994	16873.11173	-0.524016757
Q9UNF1	MAGED2	13	11	88.1411	0.176728806	1.538359826	1;2;3	3	Controles	Pacientes	Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2	3035.216068	4624.783102	1976.921516	3636.385972	5236.652401	5952.013258	-0.773821797
O75436	VPS26A	11	9	80.0626	0.176785162	1.187287115	1;2;3	3	Pacientes	Controles	Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2	8375.260042	9122.697394	6570.022584	6760.716673	6906.841979	6603.848086	0.45123661
Q96P70	IPO9	17	14	117.6419	0.177088019	1.41577295	2;3	2	Controles	Pacientes	Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3	3000.991937	4771.180188	6772.582592	6172.387114	6829.420268	7590.262912	-0.68279935
Q14789;O14497;Q8WXD2	GOLGB1	10	4	59.3269	0.177513462	2.958571473	1	1	Pacientes	Controles	Golgin subfamily B member 1 OS=Homo sapiens OX=9606 GN=GOLGB1 PE=1 SV=2	6788.292784	5187.601703	1246.416699	1395.636699	1698.382772	1375.134412	0.557532927
Q02818	NUCB1	2	1	11.2149	0.178006064	1.14183583	2	1	Controles	Pacientes	Nucleobindin-1 OS=Homo sapiens OX=9606 GN=NUCB1 PE=1 SV=4	958.4314411	1180.981567	1091.545661	1344.611099	1113.45479	1231.158486	-0.712112905
P49590	HARS2	12	5	80.3261	0.178491806	1.536133912	2	1	Controles	Pacientes	Probable histidine--tRNA ligase_ mitochondrial OS=Homo sapiens OX=9606 GN=HARS2 PE=1 SV=1	1466.26172	493.1540869	710.069342	1209.495317	1474.954431	1416.236916	-0.300572128
Q8N2C7	UNC80	4	2	22.3694	0.17913015	2.90714168	2	1	Controles	Pacientes	Protein unc-80 homolog OS=Homo sapiens OX=9606 GN=UNC80 PE=1 SV=2	97.48954626	68.61109488	234.5321616	769.9676422	234.2373929	160.4912843	-0.220784413
Q8WXF1	PSPC1	3	2	20.3331	0.179380039	1.47246446	3	1	Pacientes	Controles	Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1	3741.479843	4185.012448	7301.717421	3769.804674	3273.648764	3298.534518	0.480817895
P11586	MTHFD1	36	25	263.2187	0.179586045	1.287597502	1;2;3	3	Pacientes	Controles	C-1-tetrahydrofolate synthase_ cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3	18965.20452	19328.54329	13739.18557	10994.01602	16059.76466	13357.08786	0.535064047
Q99798	ACO2	20	15	139.6478	0.179654872	2.599163315	1;2;3	3	Pacientes	Controles	Aconitate hydratase_ mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2	11061.6623	16216.02601	3567.075433	3225.198495	2591.044674	6050.946385	0.260987633
P15313	ATP6V1B1	4	1	17.8503	0.180265084	2.426558566	2	1	Controles	Pacientes	V-type proton ATPase subunit B_ kidney isoform OS=Homo sapiens OX=9606 GN=ATP6V1B1 PE=1 SV=3	1040.678149	0.159268853	28.7324973	890.7501367	789.0489967	915.574907	-0.330336861
O94776	MTA2	11	9	67.5665	0.180504231	1.313692632	2;3	2	Pacientes	Controles	Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1	17959.15722	16976.46763	11065.97998	11082.15487	11826.32291	12108.54502	0.460135305
P62857	RPS28	5	4	21.0585	0.180555218	2.132865375	1;2	2	Controles	Pacientes	40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1	6.868997388	29.52081298	366.061647	330.7739416	207.1772004	320.4236363	-0.482564331
O14950;P19105	MYL12B	10	4	85.4067	0.181118611	1.389991163	1;2;3	3	Controles	Pacientes	Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	10378.77551	4996.693677	5842.28674	10635.89226	8534.157299	10322.44369	-0.395300996
O95861	BPNT1	1	1	6.6203	0.181182476	3.703341443	2	1	Pacientes	Controles	3'(2')_5'-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=1	549.6093073	132.9717086	564.3141848	149.6486355	10.53173459	176.5142663	0.611283629
O43181	NDUFS4	1	1	5.4627	0.181480791	1.855062382	1	1	Controles	Pacientes	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4_ mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS4 PE=1 SV=1	3746.912037	875.7897308	559.6541942	2685.660206	3989.741677	2938.191712	-0.191262547
O75044	SRGAP2	1	1	5.9893	0.181746792	1.402610954	1	1	Controles	Pacientes	SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=SRGAP2 PE=1 SV=3	793.4402405	1225.364192	940.0085921	988.1612155	1476.431569	1685.470776	-0.808655461
P54886	ALDH18A1	11	10	92.7163	0.181932023	1.4106078	2;3	2	Pacientes	Controles	Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2	14010.70531	12650.97746	8086.054324	7304.197125	7108.396209	10220.57338	0.290546808
P46783	RPS10	8	2	72.0189	0.181973155	1.284686821	2;3	2	Controles	Pacientes	40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1	3263.69833	3993.376747	5809.518797	5932.544188	5252.64151	5601.295252	-0.533740708
P05386	RPLP1	1	1	8.8124	0.182873028	2.134581318	3	1	Controles	Pacientes	60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1	2127.843088	6125.801807	7639.898704	13721.12062	5596.313201	14608.62742	-0.853966492
P36873	PPP1CC	15	3	118.5008	0.183195645	2.108108215	1;2;3	3	Pacientes	Controles	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1	4413.927935	13722.57917	14248.9272	4876.75637	4910.306387	5575.257866	0.334153983
O43592	XPOT	6	3	39.4658	0.183738429	1.213649368	3	1	Controles	Pacientes	Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2	1904.552997	1622.512207	2006.243543	1875.556603	2205.021357	2634.918702	-0.70649112
Q14141	SEPT6	7	1	59.7995	0.18387819	1.519637175	2;3	2	Controles	Pacientes	Septin-6 OS=Homo sapiens OX=9606 GN=SEPT6 PE=1 SV=4	389.6016186	202.191524	155.6903224	377.6116737	299.2024692	459.0895179	-0.588869859
Q8N131	TMEM123	1	1	14.2288	0.184446745	1.427775781	1	1	Controles	Pacientes	Porimin OS=Homo sapiens OX=9606 GN=TMEM123 PE=1 SV=1	2578.85414	3353.202477	3540.992515	5150.18051	3025.469889	5349.739724	-0.850126984
Q86TG7	PEG10	3	2	15.7706	0.185454533	2.641867576	1	1	Pacientes	Controles	Retrotransposon-derived protein PEG10 OS=Homo sapiens OX=9606 GN=PEG10 PE=1 SV=2	2661.670651	1451.787725	623.469252	772.5699068	216.6042344	803.8482159	0.473494358
Q13085	ACACA	29	16	175.3332	0.185683139	1.158167912	1;2	2	Controles	Pacientes	Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2	1232.451814	1470.193158	1552.870667	1618.145875	1828.688379	1481.767408	-0.279451493
P0DMW4;P0DMW5	SMIM10L2A	1	1	5.782	0.185823384	51.64009437	3	1	Pacientes	Controles	Small integral membrane protein 10-like protein 2A OS=Homo sapiens OX=9606 GN=SMIM10L2A PE=4 SV=1	239.0448735	8207.025293	28.44480456	9.949871652	0	154.1573995	0.118918924
P33992	MCM5	28	24	241.3469	0.185938837	1.55537406	1;2;3	3	Pacientes	Controles	DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5	20945.16786	30014.55629	13384.71644	13738.72408	11835.55919	15794.82673	0.232098146
P11234;P11233	RALB	5	5	39.8458	0.186108683	1.519584328	2;3	2	Pacientes	Controles	Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1	1313.865077	2553.991291	2385.794706	1327.521038	1090.011761	1697.836753	0.15730542
Q9NQW7	XPNPEP1	16	9	95.4625	0.186125822	1.714057649	2;3	2	Controles	Pacientes	Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3	2433.663721	1173.305763	4478.063554	3574.748805	5901.95619	4381.507727	-0.296677433
Q14839	CHD4	20	15	132.4139	0.186622921	1.293865812	1;2	2	Pacientes	Controles	Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2	6783.447502	10463.88529	8167.475629	6496.834096	5498.996641	7646.707299	0.070233187
P17677	GAP43	2	1	33.7156	0.187532596	2.457413171	1	1	Pacientes	Controles	Neuromodulin OS=Homo sapiens OX=9606 GN=GAP43 PE=1 SV=1	25297.23607	11298.02987	47092.69461	20001.4681	5670.063008	8383.776132	0.586871704
Q9BZW8	CD244	1	1	5.6639	0.188683153	1.621264312	3	1	Controles	Pacientes	Natural killer cell receptor 2B4 OS=Homo sapiens OX=9606 GN=CD244 PE=1 SV=2	626.566429	257.4655536	712.9714723	923.7689157	641.2537758	1024.142016	-0.615179307
P49419	ALDH7A1	15	9	93.5611	0.188919023	1.250182446	2;3	2	Pacientes	Controles	Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=5	6833.434217	7242.47483	8179.461004	6721.501402	6697.010808	4383.18555	0.863277516
Q6ZMV9	KIF6	5	3	15.6215	0.189713951	1.758714455	2	1	Controles	Pacientes	Kinesin-like protein KIF6 OS=Homo sapiens OX=9606 GN=KIF6 PE=1 SV=3	7565.273866	125.8849798	288.1619686	4859.071276	4494.663931	4679.611648	-0.101972053
Q9Y5K8	ATP6V1D	3	3	26.6262	0.189756314	1.22147561	2	1	Controles	Pacientes	V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1	5074.808812	5140.739574	6532.260104	7691.621915	5615.423098	7149.994586	-0.636301103
Q13905	RAPGEF1	3	2	17.4803	0.190015038	1.345144291	1	1	Controles	Pacientes	Rap guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=RAPGEF1 PE=1 SV=3	1588.449833	1738.365126	948.2139503	2002.911044	1627.470815	2120.148871	-0.755920942
P22059	OSBP	4	1	25.3139	0.190252897	1.736804253	2	1	Controles	Pacientes	Oxysterol-binding protein 1 OS=Homo sapiens OX=9606 GN=OSBP PE=1 SV=1	366.7717548	1229.688519	1603.926357	1645.320663	1986.475721	1926.648726	-0.670923916
O15260	SURF4	6	5	34.8519	0.190485124	1.407714015	3	1	Controles	Pacientes	Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3	3751.480357	1998.42197	2534.184615	4907.240901	3104.590391	3649.793998	-0.331351729
Q86YP4	GATAD2A	3	1	22.2809	0.190523263	2.231240026	1;2	2	Controles	Pacientes	Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1	917.0014731	52.96337922	349.9063741	1036.479047	789.499782	1118.970681	-0.50050301
P17252	PRKCA	1	1	9.848	0.190549095	1.315082709	2	1	Pacientes	Controles	Protein kinase C alpha type OS=Homo sapiens OX=9606 GN=PRKCA PE=1 SV=4	621.1840406	828.1492653	673.9809583	419.0543086	725.3058653	470.2259274	0.561419972
Q06830	PRDX1	25	21	199.4511	0.191103183	1.228386407	1;2;3	3	Pacientes	Controles	Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	42801.14998	32977.08255	38007.74828	28334.19969	38020.00021	26276.24616	0.888513208
Q13637	RAB32	2	2	10.1694	0.191661069	1.249126653	1	1	Controles	Pacientes	Ras-related protein Rab-32 OS=Homo sapiens OX=9606 GN=RAB32 PE=1 SV=3	377.595755	561.3337068	478.6497111	503.121475	683.0238898	584.5905624	-0.541952545
P61011	SRP54	2	1	10.7936	0.191698915	1.198292871	3	1	Pacientes	Controles	Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1	1786.186423	1808.486076	1554.89077	1451.080155	1153.211415	1693.12469	0.094457149
Q15149;P07316;Q96F24	PLEC	73	54	453.9602	0.191769148	1.404546983	1;2	2	Pacientes	Controles	Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3	8972.468472	15327.53621	14971.79374	10908.31437	7523.095779	9529.063147	0.277311784
O14602;P47813	EIF1AY	2	2	13.8184	0.191786273	1.353691656	1	1	Pacientes	Controles	Eukaryotic translation initiation factor 1A_ Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4	5274.101126	7522.98703	5106.871229	3946.092821	3467.482627	5812.449333	0.002877898
Q5JUK3	KCNT1	3	1	15.0066	0.192502056	1.261984761	2	1	Pacientes	Controles	Potassium channel subfamily T member 1 OS=Homo sapiens OX=9606 GN=KCNT1 PE=1 SV=2	1196.388293	1368.845686	911.7643739	778.687698	975.0820304	1001.412791	0.305428387
P00491	PNP	3	3	19.2778	0.193173428	1.324868064	3	1	Controles	Pacientes	Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2	1047.403734	1399.145746	1304.921434	1251.426831	2082.876087	1635.901089	-0.440217027
Q9BPY3	FAM118B	2	1	11.6572	0.193657767	1.445379358	2	1	Pacientes	Controles	Protein FAM118B OS=Homo sapiens OX=9606 GN=FAM118B PE=1 SV=1	3955.093129	2944.484344	2029.319791	1798.501958	2511.499452	1867.544447	0.653007871
Q8TEX9	IPO4	7	7	40.4099	0.19399099	1.388655466	3	1	Controles	Pacientes	Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2	1415.730113	2558.524537	2430.902349	2727.676271	3676.548675	2490.331329	-0.359630029
Q92905	COPS5	5	5	29.2281	0.194362908	25.66082268	2;3	2	Pacientes	Controles	COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=4	305104.2194	18094.42976	4543.045552	4293.404703	4063.431451	4415.228824	0.546079538
Q8IYB3	SRRM1	3	3	26.1354	0.195165632	2.595217904	3	1	Controles	Pacientes	Serine/arginine repetitive matrix protein 1 OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=2	78.74618791	486.212177	4405.023628	7503.28439	3391.577519	2003.324342	-0.205774509
P52732	KIF11	8	6	51.3539	0.196337018	1.242154642	1	1	Pacientes	Controles	Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2	2676.589391	2269.127388	1769.827909	1604.537212	1892.526587	1909.303861	0.484177648
Q13163	MAP2K5	3	2	13.9758	0.196775101	2.075259738	2	1	Pacientes	Controles	Dual specificity mitogen-activated protein kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP2K5 PE=1 SV=2	244.6546526	73.35836288	208.3155851	61.94695323	104.2832591	87.39037838	0.715718869
Q96AE4	FUBP1	33	21	239.338	0.196829142	2.533767476	1;2;3	3	Pacientes	Controles	Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3	46052.84008	32700.19195	9568.15104	11859.35324	10620.05325	12378.24479	0.521152583
Q9BUF5	TUBB6	28	11	312.2968	0.196830944	3.510943294	1;2;3	3	Pacientes	Controles	Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1	29818.66512	147840.004	23486.91875	19386.25913	14588.507	23316.2725	0.149367303
O75052	NOS1AP	6	4	42.2065	0.196894107	1.229325038	2	1	Pacientes	Controles	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein OS=Homo sapiens OX=9606 GN=NOS1AP PE=1 SV=3	5243.320165	4918.40929	3555.516671	3692.696561	3505.502548	3960.156658	0.379703944
P46781	RPS9	19	16	156.8829	0.197792673	1.465672195	2;3	2	Controles	Pacientes	40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3	18594.34503	18936.19865	15852.00802	31680.11196	16271.87288	30289.33691	-0.775078749
O60828	PQBP1	2	2	10.5334	0.198050941	1.849987385	1	1	Controles	Pacientes	Polyglutamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PQBP1 PE=1 SV=1	350.6131261	184.1948198	241.5343507	686.6772344	240.113419	509.4328019	-0.556219537
Q7Z3Y8	KRT27	4	2	29.1544	0.19806778	1.522952026	1	1	Pacientes	Controles	Keratin_ type I cytoskeletal 27 OS=Homo sapiens OX=9606 GN=KRT27 PE=1 SV=2	415.2151126	562.1100203	252.8638169	265.7859083	240.0328144	301.9473321	0.256497854
P46779	RPL28	9	9	59.9961	0.198091032	1.196466277	1	1	Pacientes	Controles	60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3	12954.87494	11783.98942	12246.79797	12668.33632	8294.654424	9949.424462	0.483498892
A1X283	SH3PXD2B	5	3	38.433	0.198278741	1.741012475	1	1	Pacientes	Controles	SH3 and PX domain-containing protein 2B OS=Homo sapiens OX=9606 GN=SH3PXD2B PE=1 SV=3	4944.437733	4200.450435	1868.544596	1799.561469	2368.716171	2157.600504	0.516231615
Q02790	FKBP4	25	18	210.0021	0.198311298	1.363795074	1;2;3	3	Pacientes	Controles	Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3	20875.23666	15164.91578	11601.93236	11119.71014	13443.34558	10370.40729	0.684423053
Q14696	MESD	1	1	4.9784	0.198966423	1.443620221	2	1	Controles	Pacientes	LRP chaperone MESD OS=Homo sapiens OX=9606 GN=MESD PE=1 SV=2	1074.583017	523.5828027	1126.624355	1324.81352	1076.274002	1532.474673	-0.579848108
P09471	GNAO1	4	2	28.0883	0.199405692	13.33359237	2;3	2	Pacientes	Controles	Guanine nucleotide-binding protein G(o) subunit alpha OS=Homo sapiens OX=9606 GN=GNAO1 PE=1 SV=4	22.93855919	68.66742157	780.8814559	28.17544577	23.25245603	14.00738471	0.407499324
Q12770	SCAP	4	2	15.8668	0.199657524	2.100483276	1	1	Controles	Pacientes	Sterol regulatory element-binding protein cleavage-activating protein OS=Homo sapiens OX=9606 GN=SCAP PE=1 SV=4	2319.23124	197.2826014	593.1429558	3221.780529	1423.138566	1886.863002	-0.270924241
P51812	RPS6KA3	3	2	17.1251	0.200138068	1.333718294	2	1	Pacientes	Controles	Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1	1804.011764	1574.330083	1136.192064	935.9687911	1422.179549	1026.774798	0.652836871
P28838	LAP3	5	4	42.1629	0.200245941	1.18469377	1	1	Pacientes	Controles	Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3	3602.322071	2656.401433	3445.64235	2813.024978	2899.033577	2479.396573	0.852745195
Q99471	PFDN5	3	2	18.6805	0.200388447	1.933999175	3	1	Controles	Pacientes	Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=2	1044.17691	1110.187601	1012.898631	1270.208996	1269.819347	3585.45596	-0.889025651
P19174	PLCG1	10	8	62.0106	0.200517795	1.681167359	2;3	2	Controles	Pacientes	1-phosphatidylinositol 4_5-bisphosphate phosphodiesterase gamma-1 OS=Homo sapiens OX=9606 GN=PLCG1 PE=1 SV=1	3996.855057	2277.582219	2676.626077	7469.988343	2991.514356	4586.732842	-0.411921799
Q5T5C0	STXBP5	3	1	18.6419	0.200991246	1.855557263	2	1	Controles	Pacientes	Syntaxin-binding protein 5 OS=Homo sapiens OX=9606 GN=STXBP5 PE=1 SV=1	439.7960803	134.8839051	985.5287413	963.5645256	784.2585328	1147.233576	-0.558305348
P53007	SLC25A1	3	2	17.9726	0.201501113	1.385586889	3	1	Controles	Pacientes	Tricarboxylate transport protein_ mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2	5044.17551	4116.992799	7045.166688	7801.050991	5521.092439	9133.141868	-0.723175249
Q9H4M9	EHD1	8	6	48.6817	0.201544601	1.300479694	2;3	2	Pacientes	Controles	EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2	1182.201035	1099.17332	1331.770322	1066.897474	1087.090136	624.3292635	0.931172611
P09104	ENO2	10	1	108.644	0.20254368	1.884656533	1;2;3	3	Pacientes	Controles	Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3	12938.2281	22112.20609	33449.90238	19474.2295	11094.42236	5777.671937	0.572097629
P47756	CAPZB	13	10	103.4521	0.203190213	1.405278253	1;2;3	3	Pacientes	Controles	F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4	15852.49701	11531.17539	9626.087915	7928.346772	11930.74335	6477.160535	0.805528161
P49821	NDUFV1	3	2	22.6848	0.203884975	1.142581537	2	1	Pacientes	Controles	NADH dehydrogenase [ubiquinone] flavoprotein 1_ mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4	444.6376318	360.777189	429.0812022	359.7560376	323.6423243	397.0462133	0.363772843
P39687;O43423	ANP32A	15	8	150.234	0.203995238	1.078261692	1;2;3	3	Pacientes	Controles	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1	19568.96962	21177.39798	19165.45173	19562.28261	17122.00786	18879.04795	0.188288894
